overall,reviewText,summary,
5,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,
5,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,
5,Really comfortable and very cute.,Five Stars,
5,These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes,
5,Fit to size. Comfortable,Five Stars,
5,Picky daughter actually loves them.,Worth it.,
5,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,Great sneakers!,
5,Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive,
5," I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",I love these shoes,
5,fits perfect,Five Stars,
5,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,
5,Fit like gloves to my feet! Perfect for workouts.,Five Stars,
5,Love them !!!,Five Stars,
5,I love these shoes! Great arch support and perfect for cardio.,Five Stars,
5,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,
5,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,
5,)\nI've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly,Soooo comfortable.....,
5,Great shoes. Lightweight and comfortable,Five Stars,
5,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,BEST SHOES EVER!,
5,These sneakers give me the motivation to workout because they feel so good and are great for any training,... me the motivation to workout because they feel so good and are great for any training,
5,Size 5. Very comfortable shoes. Love!,Very comfortable shoes. Love,
5," I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.",Great shoes,
5," Nice shoes, fit good",Five Stars,
5,),My wife loves these shoes.,
5,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,Love Love Love,
5," Look better than the picture, very comfortable, great support.",PERFECT,
5,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,Nice shoe,
5," I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",I am so happy with this purchase,
5,Absolutely love them. Can even wear them without my insoles.,Five Stars,
5," Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",Love,
5," A-MA-ZING!  I needed a good jogging shoe and these make me feel like \Forest Gump\.  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.",Absolutely Perfect Shoe!!,
5," Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",Comfortable and lightweight,
5,Excellent,Five Stars,
5," These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!,
5,Super cute!,Five Stars,
5,perfect,Five Stars,
5," This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.\n\nThese shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).\n\nHighly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",Time to leave the fad of the month for something that works.,
5,Nice shoes,Five Stars,
5," Perfect fit, very comfortable, and a great color. They also fit as expected.",Five Stars,
5,Really comfy and nice color,Great and comfy for sports,
5,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,Best shoes ever!!!,
5,Very comfortable and looks great!,Five Stars,
5,Love this shoes so comfy and great very everyday use. Runs big,Fits wonderful,
5,Perfict fit for me. Great looking shoes at a great price.,nice,
5,The sneakers are very comfortable and fit to size.,Five Stars,
5," I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight,
5,I love my tennis shoes,Five Stars,
5," Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",Love it!! Definetly recommend it,
5,Excelente,Five Stars,
5,I love this shoes they are so comfortable,Five Stars,
5,I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,I absolutely LOVE these shoes,
5,Perfect fit!,Five Stars,
5,My favorite cross trainers!,Comfortable,
5,Love them fit perfect,Five Stars,
5,Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,Love them!,
5," I wear these everyday to work, the gym, etc.",Five Stars,
5," Love these shoes! Great fit, very light weight.",Five Stars,
5," Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",LOVE my new sneakers!,
5,Love these shoes!,Very confortable!,
5,Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,Beautiful!!!,
5,Love the mirror finish - very comfortable - scratchproof. Pairs beautifully with my white gold engagement ring.,Beautiful ring!!!,
5,very nice...quick shipment...,Five Stars,
5,very nice...quick shipment,Five Stars,
5,very nice ....high quality....,Five Stars,
5,looks great,Five Stars,
5,yes,Five Stars,
5,perfect,Five Stars,
5,Would recomend,Soft. Strong. Comfortable!!,
5,My favorite workout pants.  Have had them several months and use several times a week.  Keep me dry and stand up to a llt of washing!,Love these pants!,
5,WOW!  I love these capris!  I ordered the deep teal and they are a very dark blue/teal (a much deeper prettier color than shown).  I received many compliments the first time I wore them to the gym.  They are super soft and comfortable from the leg all the way to the waist...COMFORTABLE.  They never slip down at the waist and give me full coverage (not see through at all). I am 5' 4\ and 159 pounds and I ordered a medium.  The size fit perfectly although that being said they are longer on me than the photo (probably my short legs) but came 2 inches above my ankle so just below my calf.  Given that I have weight to loose these are very flattering on as well.  They are also a nice stretchy fabric (thus the comfort) and cool.  We are in the high 90's and 100 degree summer weather and I am cool!  Purchase these as you won't be disappointed especially at this price.  I like these better than my Lululemon and Athleta capris!!!  I am back to purchase more!,Comfortable Capris,
5," SO CUTE!!  Very good value. Cute style, pretty colors and soft material."," You will love the colors, the softness and value",
5,I used this for a costume and it worked well.,Nice fit,
5,Husband was very happy. He now feels like he would fit in on the set of Downton Abbey.,Nice vest.,
5,Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,Beautiful!!!,
5,Love the mirror finish - very comfortable - scratchproof. Pairs beautifully with my white gold engagement ring.,Beautiful ring!!!,
5,very nice...quick shipment...,Five Stars,
5,very nice...quick shipment,Five Stars,
5,very nice ....high quality....,Five Stars,
5,looks great,Five Stars,
5,yes,Five Stars,
5,perfect,Five Stars,
5,My ring shipped the same day that I placed the order and was received well before the estimated delivery date. It is absolutely beautiful!! It is a substantial ring without being overly heavy and is very comfortable to wear. I've cooked and cleaned with it on and it is still free of scratches and the finish is beautifully shiny. It also runs true to size. I highly recommend this ring and this seller!! Will definitely do business with them again.,Beautiful ring - I love it!!!,
5," Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",Love it!! Definetly recommend it,
5,Excelente,Five Stars,
5,Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling,
5,excelente,Five Stars,
5," Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For,
5,I recommend that!,Five Stars,
5,I love this shoes they are so comfortable,Five Stars,
5,I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,I absolutely LOVE these shoes,
5,Perfect fit!,Five Stars,
5,My favorite cross trainers!,Comfortable,
5,Love them fit perfect,Five Stars,
5,Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,Love them!,
5," I wear these everyday to work, the gym, etc.",Five Stars,
5," Love these shoes! Great fit, very light weight.",Five Stars,
5," Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",LOVE my new sneakers!,
5,Love these shoes!,Very confortable!,
5,Comfortable,Five Stars,
5,Really great for walking I'm very glad I got these and the color is fun,Five Stars,
5,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,
5,Love these shoes.. they are so comfortable.,Five Stars,
5," In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,
5," Love these shoes!\nSo stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes,
5,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable,
5,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,
5," love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,
5," Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!,
5,Gracias,Five Stars,
5,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,
5,,Five Stars,
5,Great arch support and comfortable.,Great cross trainer,
5,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,
5,My daughter loves these shoes. Fit true to size.,Great looking shoe,
5,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes.,
5," Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ...,
5,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,
5,I love them! They fit perfect and are very comfortable!!,Five Stars,
5,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,
5,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good,
5,Love the color!,Five Stars,
5," The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,
5,The fit is as expected,Fits to size,
5,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,
5," Comfortable, consistent each time I order and good looking",Sleek and sporty,
5,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate,
5,These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Great fit!,
5,I always order a 1/2 size up in workout shoes.,Lightweight,
5,Exactly what I expected! Comfortable and chic,Comfortable and,
5,They were a gift  to my daughter she loved them,Their Cute and Pink,
5,Love these comfy shoes. they fit like a glove.,Five Stars,
5,Very confortable.,Smooth and confortable.,
5,i love these shoes.,Five Stars,
5," Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",decent arch support and comfortably to wear all day doing regular activity and sprinting,
5,daughter loves them,Five Stars,
5," I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,
5,Wife loves them!,Five Stars,
5," These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars,
5,Kristin Hyder,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,
5," I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.\n\nI have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further."," Very comfortable, cute, and long-lasting",
5," Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their \Hurache's\/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!"," Super light-weight, nice tread and arch support - love them so far!",
5,I Love it. It is very light and the color is great.,Five Stars,
5," My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ...,
5," Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes,
5,She loves them,Five Stars,
5,great,Five Stars,
5,c,Five Stars,
5,Love them!,Five Stars,
5,Perfect!,Five Stars,
5,Perfect!,Five Stars,
5," Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size,
5,Fit comfortable,Five Stars,
5," My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails,
5," They fit perfect, extremely comfortable",Five Stars,
5,love them!,Five Stars,
5,Comfortable and light,Best birthday present,
5,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,
5," I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ...,
5,Great shoes,Five Stars,
5,These were exactly what I expected.,Five Stars,
5,Love love love,Five Stars,
5,These shoes are awesome!!,Five Stars,
5,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes,
5,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,Absolutely love these shoes and color,
5,Super comfy!,Five Stars,
5,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,
5,Fit well.,Five Stars,
5,The fit was perfect! I Highly recommend this shoe.,Five Stars,
5," Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer,
5," Cute shoe, fit as expected, and very comfortable.",and very comfortable.,
5," On time, nice sneakers. Fit as expected.",nice sneakers. Fit as expected,
5," Perfect fit, as always.",5 stars,
5," Great shoe, very comfortable",Five Stars,
5,Love these sneakers! Perfect fit and super light,Five Stars,
5,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,These shoes fit like a glove,
5,Fit true to size,Five Stars,
5,Love the fit,Five Stars,
5,Extremely comfortable sneaker!,Five Stars,
5,Good looking shoe,Shoes,
5,Great! Super comfy and cute! No issues and fit perfect!,perfect,
5,Good shoes,Five Stars,
5,BEST sneakers I've ever purchased!!!!,Five Stars,
5,Excellent ...!!!,Five Stars,
5," the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...\nAnd I absolutely loved them!!",the best sneakers by far,
5," Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,
5,So lightweight and awesome!,Five Stars,
5,Luv them!!,Five Stars,
5,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit,
5,My daughter loves them. Great fit!,Great fit!,
5,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,
5," Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking,
5,,Five Stars,
5,Nice,Five Stars,
5,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,These are the best shoes I have ever use for my workouts,
5,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes,
5,Love this product.  Great fit.,Five Stars,
5,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,Perfect,
5,Love! Great price too.,Exactly what I wanted,
5,Perf.,So Perf.,
5,Best shoes ever!!!,Five Stars,
5,Fit good,Five Stars,
5,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,Great work out shoe,
5," I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",I love these shoes so much that I reordered another pair ...,
5,Love these sneakers. Light weight and comfortable even without socks.," Comfortable, light weight, nice.",
5,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,I feel like this pair of shoes was made for my feet,
5,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,Awesome shoes!!!,
5," So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did."," So comfortable, I don't even feel like I have a ...",
5,they are very comfortable feel like you have nothing on.,Five Stars,
5,My favorite nike shoe,Five Stars,
5,Super comfortable and extremely lightweight. Great for crossfit!,Five Stars,
5,Beautiful I love them comfy,Five Stars,
5,Love them! Fit exactly as expected in length and width! I would definitely buy these again.,Five Stars,
5,Great shoes,Five Stars,
5," My second pair, love the fit, light weight and great support.",love the fit,
5,The shoe fit has expected. It is comfortable.,It is comfortable.,
5," They fit great, look great, are quite comfortable and are just what I was looking for!",Perfect cross trainers,
5," Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,
5," Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",Amazing training Sneakers.,
5," Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",Adorable shoes,
5,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,Wide sneaker for wide feet,
5,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,I've been using these to exercise and they are nice a roomy and allow my feet to breath,
5,Comfortable from the start and very light.,Five Stars,
5,As expected.,Five Stars,
5," I love these and have them in a light blue too. Very light weight, airy, and comfortable.",Five Stars,
5,good quality,Five Stars,
5,Comfortable and lightweight.,Five Stars,
5," I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",I love these shoes my second pair of 40 plus $ ...,
5,Extremely well fitting and light weight,Five Stars,
5,Perfect,Five Stars,
5,Love them,Five Stars,
5," I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,
5,Fast shipping and turned out as expected. Couldn't be happier.,Great shoes,
5,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes,
5,Love these shoes for circuit training.,Five Stars,
5,),Five Stars,
5," Love these, comfortable, light weight, great fit.",Sooo comfortable,
5,I love this show.,So happy.,
5,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.," Look amazing, runs slightly big.",
5,Very nice shoes.  Comfortable.,Five Stars,
5,Very comfortable. I love wearing them.,Five Stars,
5,Great fit so comfortable love them!!!!!,Five Stars,
5,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well.,Attractive and fit well,
5,Nice shoes,Five Stars,
5," This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!",I love the fit and they provide support for walking,
5," There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.\n\nThe colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.\n\nOverall, I'm very pleased with this shoe.",Good Shoes!,
5,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,Great shoes,
5,They are super comfortable. Loving them.,Five Stars,
5,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe.,Love These Shoes!,
5,Love these! Super light and comfortable!,Five Stars,
5,Loved the products and services!!,Five Stars,
5,). Don't you hate when that happens?,Hurry before they're gone!,
5,),Amazing,
5,Super comfy!!,Five Stars,
5,Look great,Five Stars,
5,I love them!,Five Stars,
5,love these shoes. use them to workout inside and to work,Five Stars,
5," Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",Great for kickboxing,
5,They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,These shoes are great for walking - so very comfortable,
5,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,Good choice for training shoe,
5,Light weight and comfortable,Five Stars,
5,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!,
5," If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.",then you should pretty much know your size,
5,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!,Nice Support,
5," Good quality, perfect fit.  It's a Nike!",Good Sneaker,
5," Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",Satisfied,
5," Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.",colors look great together.,
5,Love them!!,Five Stars,
5," I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",LOVE!,
5,Cute and comfortable,Five Stars,
5,Very comfortable.,Five Stars,
5," Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.",Correct size,
5," Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,
5," wow these are the most comfortable, light weight shoes. I love them!!",so light & comfortable!,
5,love the lightweight and the fit,Five Stars,
5," fits perfect, my daughter loves them",Five Stars,
5," Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.",these were a perfect fit. They are light and very comfortable,
5,Came quick and my daughter LOVES them,Five Stars,
5,Great Gift - she loved it!  It's a nice shoe!,Five Stars,
5,Perfect!,Just what I wanted!,
5," Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ...,
5,Great product and fast shipping!,Five Stars,
5," I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",I had the older generation of this shoe that survived ...,
5,This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,Five Stars,
5,There very nice,Nice,
